id_mhs,list matkul,rekomendasi matkul
18214044,"II4022-2013, II4033-2013, II4071-2013, KU2061-2013, II4034-2013, II4062-2013, II4032-2013","II4051-2013, MR3002-2013, II4021-2013, TL4002-2013, KU4012-2013, DK3014-2013, KU4078-2013"
18214045,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, KU4012-2013, KU4078-2013, KU4080-2013, DK3016-2013, II4051-2013, II4062-2013, MR3002-2013, II4032-2013, DP4206-2013","II4034-2013, DK3014-2013, TL4002-2013, II4033-2013, KU4079-2013, KU2062-2013, KU4095-2013"
18214046,"II4022-2013, II4071-2013, KU2061-2013, DK3014-2013, II4034-2013, II4051-2013, MR3002-2013, II4032-2013","II4021-2013, TL4002-2013, II4062-2013, KU4078-2013, KU2062-2013, DK3016-2013, II4033-2013"
18214047,"II4022-2013, II4033-2013, II4071-2013, KU2061-2013, KU4012-2013, II4034-2013, MR3002-2013, II4032-2013","II4051-2013, II4062-2013, II4021-2013, KU4078-2013, TL4002-2013, DK3014-2013, II4071-2019"
18214048,"IF5031-2013, IF5131-2013, II4021-2013, II4022-2013, II4071-2013, KU2063-2013, KU4078-2013, DK3016-2013, IF5134-2013, IF5135-2013, II4034-2013, II4051-2013, IF5132-2013, IF5136-2013, KU4072-2013","II4032-2013, KU2061-2013, MR3002-2013, IF5133-2013, IF5173-2013, II4062-2019, DK3014-2013"
18214049,"II4021-2013, II4033-2013, II4071-2013, KU2061-2013, DK4206-2013, II4034-2013, II4051-2013, EP4072-2013, EL4236-2013, MR4205-2013","II4022-2013, II4032-2013, II4062-2013, MR3002-2013, KU4078-2013, IF4050-2013, KU4012-2013"
18214050,"II4021-2013, II4022-2013, KU2061-2013, DK3014-2013, II4034-2013, II4051-2013, II4062-2013, MR3002-2013, II4032-2013, DP4206-2013","II4071-2013, TL4002-2013, KU4078-2013, KU2062-2013, KU4079-2013, II4033-2013, DK3016-2013"
18214051,"IF5142-2013, II4021-2013, II4022-2013, II4071-2013, KU2061-2013, II4051-2013, IF5140-2013, MR4004-2013, IF5144-2013, IF5146-2013, II4032-2013, DP4206-2013, IF5248-2013","II4034-2013, KU4078-2013, MR3002-2013, II4062-2013, KU4079-2013, DK3014-2013, TL4002-2013"
18214052,"II4022-2013, II4071-2013, KU2061-2013, KU4078-2013, KU4190-2013, II4034-2013, II4062-2013, II4032-2013, DK4212-2013","II4051-2013, MR3002-2013, II4021-2013, KU4095-2013, DK3014-2013, TL4002-2013, II4033-2013"
18214053,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, II4034-2013, MR3002-2013, II4032-2013, DP4206-2013","II4051-2013, II4062-2013, KU4078-2013, TL4002-2013, DK3014-2013, KU4079-2013, II4033-2013"
18214054,"IF5172-2013, II4022-2013, II4071-2013, KU2061-2013, KU4012-2013, KU4078-2013, DK3014-2013, IF5173-2013, IF5174-2013, II4034-2013, II4051-2013, MB4046-2013, IF5145-2013, IF5171-2013, II4032-2013","IF5031-2013, II4021-2013, II4062-2019, MR3002-2013, II4062-2013, II4033-2013, KU2062-2013"
18214055,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, DK3016-2013, II4034-2013, II4051-2013, KU4291-2013, DK4212-2013","II4032-2013, II4062-2013, KU4078-2013, KU2062-2013, MR3002-2013, DK3014-2013, II4033-2013"
18215001,"IF5011-2013, IF5131-2013, II4022-2013, II4071-2013, KU2062-2013, KU4190-2013, DK3014-2013, IF5133-2013, II4034-2013, II4051-2013, IF5140-2013, IF5136-2013, IF5146-2013, II4032-2013, KU4072-2013","IF5135-2013, IF5134-2013, KU2061-2013, MR3002-2013, II4021-2013, IF5031-2013, DK3016-2013"
18215003,"II4022-2013, II4071-2013, KU2061-2013, KU4079-2013, KU4095-2013, II4034-2013, II4051-2013, II4062-2013","II4032-2013, II4021-2013, KU4078-2013, II4071-2019, MR3002-2013, DK3014-2013, II4021-2019"
18215004,"II4033-2013, II4071-2013, KU2061-2013, II4034-2013, II4062-2013, MR3002-2013, II4032-2013, DK4212-2013","II4022-2013, II4051-2013, II4021-2013, TL4002-2013, KU4078-2013, DK3014-2013, KU4012-2013"
18215005,"II4021-2013, II4071-2013, KU2061-2013, II4034-2013, II4051-2013, II4062-2013, MR3002-2013, DK4212-2013","II4022-2013, II4032-2013, KU4078-2013, TL4002-2013, IF4050-2013, II4033-2013, DK3014-2013"
18215006,"II4021-2013, II4022-2013, KU2061-2013, KU4079-2013, DK3016-2013, II4034-2013, II4051-2013, KU4273-2013, II4032-2013","II4071-2013, II4062-2013, DK3014-2013, KU4078-2013, MR3002-2013, KU2062-2013, TL4002-2013"
18215007,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, DK3014-2013, II4034-2013, MR3002-2013, II4032-2013","II4051-2013, II4062-2013, KU4078-2013, TL4002-2013, KU2062-2013, KU4079-2013, II4033-2013"
18215008,"II4021-2013, II4022-2013, II4071-2013, KU2062-2013, KU4079-2013, DK3014-2013, DK3016-2013, II4034-2013, II4051-2013, KU4183-2013","KU2061-2013, II4032-2013, KU4078-2013, II4033-2013, MR3002-2013, II4062-2013, KU4095-2013"
18215009,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, DK3014-2013, II4034-2013, II4032-2013, DP4206-2013","II4051-2013, MR3002-2013, II4062-2013, KU4078-2013, TL4002-2013, KU2062-2013, KU4079-2013"
18215010,"II4022-2013, II4071-2013, KU2062-2013, II4034-2013, II4062-2013, MR3002-2013, II4032-2013, KU4071-2013","KU2061-2013, II4051-2013, DK3014-2013, DK3016-2013, II4021-2013, TL4002-2013, II4033-2013"
18215011,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, KU4078-2013, KU4079-2013, KU4190-2013, II4051-2013, KU4273-2013, II4032-2013","II4034-2013, MR3002-2013, DK3014-2013, II4062-2013, KU4095-2013, DK3016-2013, TL4002-2013"
18215012,"II4021-2013, II4022-2013, II4071-2013, KU2063-2013, DK3014-2013, II4062-2013, KU4281-2013, KU4291-2013, II4032-2013, DP4206-2013","II4051-2013, KU2061-2013, MR3002-2013, II4034-2013, KU4078-2013, II4021-2019, KU4079-2013"
18215013,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, KU4078-2013, KU4095-2013, DK3014-2013, II4051-2013, II4032-2013, KU4072-2013, DP4206-2013","II4034-2013, MR3002-2013, II4071-2019, II4062-2013, KU4079-2013, DK3016-2013, II4021-2019"
18215014,"II4021-2013, II4022-2013, KU2061-2013, KU2061-2013, KU4079-2013, II4034-2013, II4051-2013, KU4074-2013, IF4050-2013, II4032-2013","II4071-2013, II4062-2013, MR3002-2013, KU4078-2013, II4033-2013, TL4002-2013, DK3014-2013"
18215015,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, KU4078-2013, II4051-2013, KU4214-2013, IF4050-2013, II4032-2013","II4034-2013, II4033-2013, II4062-2013, MR3002-2013, DK3014-2013, DK3016-2013, KU4079-2013"
18215016,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, DK3014-2013, II4034-2013, MR3002-2013, II4032-2013","II4051-2013, II4062-2013, KU4078-2013, TL4002-2013, KU2062-2013, KU4079-2013, II4033-2013"
18215017,"II4021-2013, II4071-2013, KU2062-2013, KU4079-2013, KU4172-2013, II4034-2013, II4051-2013, II4032-2013, KU4072-2013","II4022-2013, KU2061-2013, DK3014-2013, II4062-2013, MR3002-2013, DK3016-2013, KU4078-2013"
18215018,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, KU4095-2013, II4051-2013, II4062-2013, MR3002-2013","II4034-2013, II4032-2013, II4071-2019, KU4078-2013, KU4079-2013, TL4002-2013, II4021-2019"
18215019,"II4021-2013, II4071-2013, KU2061-2013, KU4078-2013, KU4079-2013, II4034-2013, II4051-2013, MR3002-2013, II4032-2013","II4022-2013, II4062-2013, TL4002-2013, DK3014-2013, KU4095-2013, DK3016-2013, II4033-2013"
18215020,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, KU4078-2013, KU4079-2013, II4034-2013, MR3002-2013, II4032-2013","II4051-2013, II4062-2013, DK3014-2013, TL4002-2013, KU4095-2013, DK3016-2013, II4033-2013"
18215021,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, KU4079-2013, DK3014-2013, II4051-2013, KU4094-2013, II4032-2013","II4034-2013, KU4078-2013, MR3002-2013, DK3016-2013, II4062-2013, KU2062-2013, KU4095-2013"
18215022,"II4021-2013, II4071-2013, KU2061-2013, KU4078-2013, II4051-2013, II4062-2013, IF4050-2013, II4032-2013, KU4072-2013","II4022-2013, II4034-2013, MR3002-2013, II4033-2013, DK3014-2013, KU4079-2013, TL4002-2013"
18215024,"II4021-2013, II4033-2013, KU2061-2013, II4034-2013, II4051-2013, II4062-2013, IF4050-2013, MR3002-2013","II4071-2013, II4022-2013, II4032-2013, KU4078-2013, TL4002-2013, DK3014-2013, KU4012-2013"
18215025,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, KU4078-2013, KU4079-2013, DK3014-2013, II4034-2013, II4062-2013, ME3036-2013, PL4042-2013","II4032-2013, II4051-2013, DK3016-2013, MR3002-2013, KU2062-2013, KU4095-2013, KU4012-2013"
18215026,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, II4051-2013, II4062-2013, KU4294-2013, KU4291-2013, II4032-2013, II4022-2019, KU4078-2019","II4071-2019, II4021-2019, II4034-2013, MR3002-2013, KU4095-2013, II4062-2019, KU4078-2013"
18215027,"II4022-2013, II4033-2013, II4071-2013, KU2062-2013, DK3014-2013, DK3016-2013, II4034-2013, PL4042-2013, II4032-2013","II4051-2013, KU2061-2013, II4062-2013, MR3002-2013, KU4078-2013, II4021-2013, KU4079-2013"
18215028,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, KU4078-2013, KU4095-2013, DK3014-2013, II4051-2013, II4032-2013","II4034-2013, MR3002-2013, II4071-2019, II4062-2013, KU4079-2013, DK3016-2013, II4021-2019"
18215029,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, KU4079-2013, KU4095-2013, KU4190-2013, DK3014-2013, II4034-2013, ME4034-2013, MR3002-2013, PL4042-2013, II4032-2013, DP4206-2013, MB4024-2013","II4051-2013, KU4078-2013, II4062-2013, DK3016-2013, II4071-2019, TL4002-2013, KU2062-2013"
18215030,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, KU4079-2013, KU4080-2013, KU4172-2013, II4051-2013, II4032-2013","II4034-2013, KU4078-2013, MR3002-2013, II4062-2013, DK3014-2013, KU4095-2013, TL4002-2013"
18215031,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, KU4095-2013, KU4190-2013, II4051-2013, KU4273-2013, KU4291-2013, II4032-2013","II4034-2013, KU4078-2013, MR3002-2013, II4071-2019, II4062-2013, KU4079-2013, DK3016-2013"
18215032,"II4022-2013, KU2061-2013, KU4078-2013, DK3014-2013, II4034-2013, II4051-2013, II4062-2013, DK4212-2013, II4071-2019","II4071-2013, II4032-2013, II4021-2019, KU4095-2013, KU4078-2019, II4042-2019, II4021-2013"
18215033,"II4022-2013, II4071-2013, KU2061-2013, KU4078-2013, KU4079-2013, KU4095-2013, II4034-2013, II4051-2013, II4062-2013, IF4050-2013","II4032-2013, II4021-2013, II4033-2013, II4071-2019, MR3002-2013, DK3014-2013, II4021-2019"
18215034,"II4021-2013, II4022-2013, II4071-2013, KU2062-2013, KU4079-2013, KU4172-2013, II4051-2013, KU4273-2013, II4032-2013","KU2061-2013, II4034-2013, MR3002-2013, DK3014-2013, KU4078-2013, II4062-2013, DK3016-2013"
18215035,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, KU4095-2013, DK3016-2013, II4034-2013, II4062-2013, MR3002-2013, II4032-2013","II4051-2013, KU2062-2013, KU4078-2013, II4071-2019, DK3014-2013, KU4079-2013, TL4002-2013"
18215036,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, DK3014-2013, II4034-2013, II4062-2013, MR3002-2013, DP4206-2013","II4032-2013, II4051-2013, KU4078-2013, KU2062-2013, TL4002-2013, II4033-2013, DK3016-2013"
18215037,"II4022-2013, KU2061-2013, KU2061-2013, KU4078-2013, KU4079-2013, II4034-2013, II4032-2013, II4042-2019, II4071-2019, KU4072-2019","II4071-2013, II4051-2013, II4021-2019, II4021-2013, KU4095-2013, KU4078-2019, II4038-2019"
18215038,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, KU4078-2013, II4051-2013, KU4214-2013, IF4050-2013, II4032-2013","II4034-2013, II4033-2013, II4062-2013, MR3002-2013, DK3014-2013, DK3016-2013, KU4079-2013"
18215039,"II4021-2013, II4033-2013, II4071-2013, KU2063-2013, KU4095-2013, DK3014-2013, DK3016-2013, II4034-2013, II4032-2013","II4022-2013, II4051-2013, KU2061-2013, MR3002-2013, II4062-2013, KU2062-2013, KU4078-2013"
18215040,"II4022-2013, II4033-2013, KU2061-2013, DK3016-2013, IF4061-2013, II4034-2013, II4062-2013, MR3002-2013, II4032-2013","II4071-2013, II4051-2013, II4021-2013, KU2062-2013, DK3014-2013, KU4078-2013, TL4002-2013"
18215041,"II4021-2013, II4071-2013, KU2062-2013, KU4079-2013, II4034-2013, II4051-2013, KU4281-2013, II4032-2013, KU4072-2013","II4022-2013, KU2061-2013, DK3014-2013, II4062-2013, MR3002-2013, DK3016-2013, KU4078-2013"
18215042,"II4022-2013, II4071-2013, KU2062-2013, DK3016-2013, II4062-2013, SR4204-2013, MR3002-2013, PL4042-2013, KU4013-2013, SR4201-2013, II4021-2019, II4032-2019","II4032-2013, II4034-2013, II4071-2019, II4051-2013, KU2061-2013, KU4078-2019, DK3014-2013"
18215043,"II4021-2013, II4033-2013, II4071-2013, KU2061-2013, KU4078-2013, KU4079-2013, KU4095-2013, II4034-2013, II4051-2013","II4022-2013, II4032-2013, II4062-2013, II4071-2019, MR3002-2013, DK3014-2013, II4021-2019"
18215044,"II4021-2013, II4022-2013, II4071-2013, KU2061-2013, KU4294-2013, AS2005-2019, II4032-2019, KU4078-2019, KU4079-2019, II4031-2019, II4051-2019","II4021-2019, II4071-2019, II4051-2013, II4022-2019, KU4095-2013, II4034-2013, II4062-2019"
18215045,"II4021-2013, II4033-2013, II4071-2013, KU2062-2013, KU4095-2013, DK3016-2013, II4034-2013, II4032-2013, KU4072-2013","II4022-2013, II4051-2013, KU2061-2013, II4062-2013, DK3014-2013, MR3002-2013, II4071-2019"
18215046,"II4022-2013, II4071-2013, KU2063-2013, II4034-2013, II4051-2013, II4062-2013, KU4214-2013, MR3002-2013, MB4042-2013, II4032-2013","KU2061-2013, TL4002-2013, II4021-2013, DK3014-2013, II4021-2019, II4033-2013, KU4078-2013"
18215047,"II4022-2013, II4034-2013, II4021-2019, II4032-2019, II4033-2019, II4033-2019, II4042-2019, II4071-2019, KU2061-2019, KU2061-2019, KU4075-2019, KU4078-2019, KU4079-2019, II4035-2019, II4051-2019, KU4281-2019, MR4081-2019, MB4042-2019","KU4095-2013, II4022-2019, II4062-2019, KU2061-2013, II4071-2013, II4051-2013, KU4072-2019"
18216001,"KU2061-2013, KU4095-2013, II4062-2013, MB4044-2013, II4021-2019, II4032-2019, II4071-2019, KU4070-2019","KU4078-2019, II4022-2013, II4071-2013, II4038-2019, II4034-2013, II4062-2019, II4042-2019"
18216002,"KU2061-2013, II4062-2013, II4021-2019, II4042-2019, II4071-2019, KU4078-2019, KU4079-2019, II4038-2019, KU4291-2019","II4062-2019, II4022-2013, KU4294-2019, II4033-2019, II4071-2013, KU4072-2019, II4034-2013"
18216003,"II4022-2013, KU2063-2013, II4062-2013, MB4044-2013, DK3016-2019, II4021-2019, II4032-2019, II4042-2019, IF4033-2019","II4071-2019, II4071-2013, KU2061-2013, KU4078-2019, II4034-2013, II4032-2013, II4051-2013"
18216004,"II4022-2013, KU2061-2013, II4062-2013, KU4094-2013, II4021-2019, II4042-2019, II4071-2019, KU4072-2019, KU4078-2019, KU4182-2019, II4038-2019","II4071-2013, II4062-2019, II4034-2013, KU4095-2013, II4051-2013, II4032-2013, II4022-2019"
18216005,"KU2061-2013, II4022-2019, II4033-2019, II4071-2019, KU4072-2019, KU4078-2019, II4034-2019, II4051-2019, KU4291-2019","II4021-2019, II4022-2013, II4062-2019, II4071-2013, II4038-2019, KU4294-2019, KU2061-2019"
18216006,"II4022-2013, KU2062-2013, KU4095-2013, II4034-2013, II4021-2019, II4032-2019, II4071-2019, KU4070-2019, KU4078-2019","II4071-2013, II4051-2013, II4038-2019, KU2061-2013, II4032-2013, II4062-2019, II4022-2019"
18216007,"II4022-2013, KU2061-2013, KU4095-2013, II4034-2013, II4021-2019, II4032-2019, II4071-2019, KU4071-2019, KU4078-2019, II4038-2019","II4071-2013, II4062-2019, KU4072-2019, II4051-2013, II4022-2019, KU4183-2019, II4042-2019"
18216008,"II4022-2013, KU2062-2013, KU4095-2013, II4034-2013, II4021-2019, II4032-2019, II4071-2019, KU4078-2019, KU4183-2019","II4071-2013, II4051-2013, KU2061-2013, II4032-2013, II4022-2019, DK3014-2013, II4042-2019"
18216009,"II4022-2013, KU2061-2013, KU4095-2013, KR3243-2013, II4032-2013, II4021-2019, II4042-2019, II4071-2019, II4062-2019","II4071-2013, II4034-2013, KU4078-2019, II4051-2013, II4022-2019, II4021-2013, II4038-2019"
18216010,"KU2062-2013, II4062-2013, II4022-2019, KU4078-2019, KU4183-2019, KU4184-2019, KU4190-2019, II4031-2019, II4034-2019, II4038-2019","II4021-2019, II4022-2013, II4071-2013, KU2061-2013, II4071-2019, II4062-2019, II4032-2019"
18216011,"II4022-2013, KU2061-2013, II4034-2013, II4062-2013, II4021-2019, II4042-2019, II4071-2019, KU4071-2019","II4071-2013, KU4078-2019, KU4095-2013, II4051-2013, II4062-2019, II4022-2019, II4032-2013"
18216012,"II4071-2013, KU2061-2013, II4034-2013, MB4024-2013, IF4150-2019, II4021-2019, II4022-2019, KU4071-2019, II4031-2019","II4022-2013, II4071-2019, II4051-2013, KU4078-2019, II4032-2013, II4062-2019, II4042-2019"
18216013,"II4033-2019, KU2061-2019, KU4078-2019, KU4184-2019, II4031-2019, II4034-2019, II4038-2019, II4051-2019, II4062-2019","II4071-2019, KU2061-2013, KU4072-2019, II4021-2019, II4042-2019, II4022-2019, KU4273-2019"
18216014,"II4021-2013, KU2061-2013, KU4094-2013, II4042-2019, II4071-2019, KU4078-2019, II4034-2019, II4062-2019","II4071-2013, II4022-2013, II4021-2019, II4051-2013, II4022-2019, II4038-2019, II4034-2013"
18216015,"II4022-2013, KU2063-2013, KU4095-2013, II4034-2013, II4021-2019, II4042-2019, II4071-2019, KU4072-2019, KU4078-2019, KU4182-2019, II4038-2019","II4062-2019, KU2061-2013, II4071-2013, II4051-2013, II4032-2019, II4062-2013, II4032-2013"
18216016,"KU2061-2013, II4021-2019, II4022-2019, II4032-2019, II4071-2019, KU4078-2019, KU4079-2019, KU4183-2019, II4034-2019, KU4291-2019","II4022-2013, II4062-2019, KU4294-2019, II4038-2019, II4071-2013, II4042-2019, II4034-2013"
18216017,"IF5011-2013, IF5031-2013, II4022-2013, KU2061-2013, KU4095-2013, IF5134-2013, IF5135-2013, IF5173-2013, IF5175-2013, II4034-2013, II4062-2013, KU4182-2013, II4042-2019, II4071-2019, KU4183-2019","II4021-2019, KU4078-2019, II4062-2019, II4071-2013, II4051-2013, IF5131-2013, II4033-2013"
18216018,"KU2061-2013, II4021-2019, II4022-2019, II4033-2019, II4042-2019, II4071-2019, KU4072-2019, KU4072-2019, KU4075-2019, KU4079-2019, KU4184-2019, KU4190-2019, II4031-2019, II4035-2019, II4062-2019","KU4078-2019, II4038-2019, II4022-2013, II4071-2013, II4032-2019, KU2061-2019, II4034-2013"
18216019,"KU2061-2013, II4034-2013, II4021-2019, II4022-2019, II4042-2019, KU4078-2019, KU4183-2019, IF4033-2019, II4035-2019, II4051-2019, II4062-2019, MR4081-2019","II4071-2019, II4022-2013, II4071-2013, II4038-2019, II4051-2013, II4032-2019, KU4095-2013"
18216020,"II4021-2019, II4022-2019, II4032-2019, II4033-2019, II4071-2019, KU2063-2019, KU4072-2019, KU4078-2019, KU4078-2019, KU4095-2019, KU4190-2019, II4031-2019, KU4294-2019","KU2061-2013, II4062-2019, II4038-2019, KU4291-2019, II4034-2013, KU4183-2019, II4042-2019"
18216021,"II4022-2013, KU2061-2013, KU4095-2013, II4034-2013, II4021-2019, II4032-2019, II4071-2019, KU4078-2019, KU4183-2019","II4071-2013, II4051-2013, II4022-2019, II4042-2019, II4032-2013, II4062-2019, II4062-2013"
18216023,"KU2063-2013, II4034-2013, MB4044-2013, II4021-2019, II4022-2019, II4032-2019, II4071-2019, KU4072-2019, KU4078-2019, KU4182-2019, II4038-2019","II4022-2013, KU2061-2013, II4071-2013, KU4095-2013, II4042-2019, II4051-2013, II4062-2019"
18216024,"KU2062-2013, KU4095-2013, II4062-2013, II4021-2019, II4022-2019, II4032-2019, II4042-2019, KU4078-2019, KU4183-2019, KU4190-2019, MR4024-2019","II4071-2019, II4022-2013, II4034-2013, II4071-2013, KU2061-2013, II4062-2019, II4051-2013"
18216025,"II4022-2013, KU2061-2013, II4032-2013, II4021-2019, II4033-2019, II4071-2019, KU4078-2019, KU4291-2019, ME4044-2019","II4071-2013, II4034-2013, II4022-2019, KU4095-2013, II4051-2013, KU4294-2019, II4038-2019"
18216026,"II4022-2013, KU2061-2013, KU4095-2013, II4034-2013, DK3016-2019, II4021-2019, II4042-2019, II4071-2019, II4062-2019","KU4078-2019, II4071-2013, II4051-2013, II4022-2019, II4032-2013, II4038-2019, II4062-2013"
18216027,"KU2061-2013, KU4095-2013, II4034-2013, II4062-2013, MB4044-2013, II4021-2019, II4032-2019, II4071-2019, KU4078-2019, KU4183-2019","II4022-2013, II4071-2013, II4022-2019, II4042-2019, II4051-2013, II4032-2013, II4062-2019"
18216028,"KU2063-2013, II4034-2013, II4021-2019, II4022-2019, II4022-2019, II4071-2019, KU4013-2019, KU4075-2019, KU4078-2019, KU4079-2019, KU4172-2019, KU4182-2019, KU4183-2019, II4051-2019, KU4074-2019","II4022-2013, II4071-2013, KU4095-2013, KU2061-2013, II4032-2019, II4051-2013, II4042-2019"
18216029,"II4071-2013, KU2061-2013, II4034-2013, II4021-2019, II4022-2019, KU4071-2019, KU4072-2019, II4031-2019","II4071-2019, II4022-2013, KU4078-2019, II4051-2013, II4062-2019, II4038-2019, II4032-2013"
18216030,"KU2061-2013, KU4095-2013, II4062-2013, II4032-2013, DK4212-2013, DK3014-2019, DK3016-2019, II4021-2019, II4042-2019, II4071-2019, PL4042-2019, II4034-2019, II4038-2019","II4022-2013, II4071-2013, II4034-2013, KU4078-2019, II4022-2019, II4051-2013, II4062-2019"
18216031,"KU2061-2013, II4021-2019, II4022-2019, II4032-2019, II4033-2019, II4071-2019, KU4070-2019, KU4079-2019, KU4093-2019, II4031-2019, II4038-2019, KU4294-2019","II4062-2019, KU4078-2019, II4042-2019, KU4291-2019, II4022-2013, II4071-2013, KU4072-2019"
18216032,"II4022-2013, KU4095-2013, II4034-2013, II4021-2019, II4032-2019, II4071-2019, KU4078-2019, KU4183-2019, KU2062-2019","II4071-2013, KU2061-2013, II4051-2013, II4022-2019, II4032-2013, II4042-2019, II4033-2019"
18216033,"KU2061-2013, II4034-2013, II4062-2013, II4021-2019, II4042-2019, II4071-2019, KU4078-2019, II4051-2019, KU4291-2019, KU4294-2019","II4022-2013, II4071-2013, II4062-2019, II4038-2019, II4033-2019, II4022-2019, KU4095-2013"
18216034,"II4022-2013, KU2061-2013, KU4095-2013, II4034-2013, II4062-2013, II4042-2019, II4071-2019, KU4070-2019, KU4078-2019","II4021-2019, II4071-2013, II4051-2013, II4038-2019, II4062-2019, II4032-2019, II4032-2013"
18216035,"KU2061-2013, II4022-2019, II4071-2019, KU4078-2019, MK3024-2013, PL4042-2019, II4031-2019, II4051-2019, II4062-2019, MR4081-2019","II4021-2019, II4022-2013, II4071-2013, KU2061-2019, II4033-2019, II4042-2019, II4034-2013"
18216037,"KU2061-2013, II4021-2019, II4022-2019, II4071-2019, KU4078-2019, KU4193-2019, DP4203-2019, II4034-2019, II4062-2019","II4022-2013, II4071-2013, KU2061-2019, II4042-2019, II4038-2019, KU4072-2019, II4034-2013"
18216039,"KU2062-2013, II4021-2019, II4022-2019, II4032-2019, II4042-2019, II4071-2019, KU4078-2019, KU4182-2019, KU4183-2019","KU2061-2019, II4022-2013, II4071-2013, II4062-2019, II4051-2013, II4034-2013, KU4072-2019"
18216040,"IF5011-2013, KU2061-2013, IF5173-2013, II4034-2013, II4062-2013, MB4024-2013, II4022-2019, II4071-2019, KU4071-2019, KU4078-2019, II4031-2019, II4038-2019, II4051-2019","II4021-2019, II4022-2013, II4071-2013, IF5031-2013, II4062-2019, KU4095-2013, KU4072-2019"
18216041,"KU2061-2013, II4022-2019, II4033-2019, II4071-2019, KU4070-2019, KU4078-2019, II4031-2019, II4038-2019, KU4273-2019","II4042-2019, II4021-2019, II4022-2013, II4062-2019, II4071-2013, KU2061-2019, KU4072-2019"
18216042,"KU2061-2013, KU4095-2013, II4021-2019, II4022-2019, II4071-2019, KU4183-2019, KU4190-2019, KU4193-2019, DP4202-2019, II4051-2019, II4062-2019","KU4078-2019, II4022-2013, II4034-2013, II4071-2013, II4032-2019, II4038-2019, II4042-2019"
18216043,"II4022-2013, KU2061-2013, KU4095-2013, II4034-2013, MB4044-2013, II4042-2019, II4071-2019, KU4071-2019, II4062-2019","II4071-2013, II4021-2019, KU4078-2019, II4051-2013, II4038-2019, II4022-2019, II4032-2013"
18216045,"KU2061-2013, II4021-2019, II4033-2019, II4071-2019, KU4072-2019, KU4075-2019, KU4078-2019, KU4183-2019, DP4203-2019, II4031-2019, II4031-2019, II4034-2019, II4062-2019, II4062-2019","II4022-2019, II4038-2019, II4022-2013, II4071-2013, II4042-2019, II4032-2019, II4034-2013"
18216046,"II4022-2013, KU2061-2013, KU4095-2013, II4021-2019, II4071-2019, KU4072-2019, KU4078-2019, II4034-2019, II4062-2019","II4034-2013, II4071-2013, II4038-2019, II4051-2013, II4042-2019, II4032-2019, II4022-2019"
18216047,"KU2061-2013, II4034-2013, II4051-2013, IF4031-2019, IF4150-2019, II4021-2019, II4022-2019, II4033-2019, II4042-2019, II4071-2019, DK4206-2019, II4035-2019","II4071-2013, II4022-2013, II4062-2019, KU4078-2019, KU4095-2013, KU4079-2019, II4032-2013"
18216048,"II4022-2013, KU2061-2013, KU4095-2013, II4034-2013, II4021-2019, II4071-2019, KU4072-2019, KU4078-2019, KU4193-2019, II4038-2019","II4062-2019, II4071-2013, II4022-2019, II4051-2013, II4032-2019, II4042-2019, II4032-2013"
18216049,"II4022-2013, KU2065-2013, KU4095-2013, II4034-2013, II4062-2013, II4021-2019, II4071-2019, KU4072-2019, KU4078-2019, KU4078-2019, KU4182-2019, II4038-2019","KU2061-2013, II4071-2013, II4051-2013, II4032-2019, II4042-2019, II4062-2019, II4032-2013"
18216050,"II4071-2013, KU2061-2013, II4034-2013, II4062-2013, II4032-2013, II4021-2019, KU4078-2019, KU4182-2019, KU4183-2019, II4038-2019, KU4281-2019","II4022-2013, II4071-2019, II4051-2013, KU4072-2019, II4022-2019, II4032-2019, KU4095-2013"
18216051,KU2062-2013,"II4022-2013, II4071-2013, II4051-2013, II4034-2013, II4032-2013, DK3014-2013, DK3016-2013"
18216052,"II4021-2013, KU2061-2013, II4042-2019, II4071-2019, KU4078-2019, II4034-2019, II4062-2019","II4071-2013, II4022-2013, II4021-2019, II4051-2013, II4022-2019, II4038-2019, II4034-2013"
